"","Rank","Track","Artist","Streams","Date"
"2156",156,"Cinta Dan Rahasia","Yura Yunita, Glenn Fredly",34321,2021-03-18
"2157",157,"Anyone","Justin Bieber",34141,2021-03-18
"2158",158,"You","Ten2Five",33723,2021-03-18
"2159",159,"Just the Way You Are","Bruno Mars",33604,2021-03-18
"2160",160,"Why Why Why","iKON",33562,2021-03-18
"2161",161,"cigarettes of ours","Ardhito Pramono",33424,2021-03-18
"2162",162,"One Only - Acoustic","Pamungkas",33212,2021-03-18
"2163",163,"Seandainya","Vierra",33152,2021-03-18
"2164",164,"Blueberry Eyes (feat. SUGA of BTS)","MAX",33141,2021-03-18
"2165",165,"Membasuh","Hindia, Rara Sekar",33059,2021-03-18
"2166",166,"It's You","Ali Gatie",33052,2021-03-18
"2167",167,"Not With Me","Bondan Prakoso, Fade2Black",33020,2021-03-18
"2168",168,"Kenangan Terindah","SAMSONS",32988,2021-03-18
"2169",169,"Mine","Petra Sihombing, Ben Sihombing",32772,2021-03-18
"2170",170,"Lara","Dialog Senja",32539,2021-03-18
"2171",171,"Januari","Glenn Fredly",32472,2021-03-18
"2172",172,"Starlight","CHA NI (SF9)",32432,2021-03-18
"2173",173,"Fana Merah Jambu","Fourtwnty",32260,2021-03-18
"2174",174,"To the Bone","Pamungkas, The PeoplePeople",32252,2021-03-18
"2175",175,"Make A Wish (Birthday Song)","NCT U",32244,2021-03-18
"2176",176,"Levitating (feat. DaBaby)","Dua Lipa",32194,2021-03-18
"2177",177,"Indah Pada Waktunya","Rizky Febian, Aisyah Aziz",31923,2021-03-18
"2178",178,"When You Love Someone","Endah N Rhesa",31887,2021-03-18
"2179",179,"Sedih Tak Berujung","Glenn Fredly",31777,2021-03-18
"2180",180,"Takkan Terganti","Marcell",31691,2021-03-18
"2181",181,"Aku Yang Salah","Elmatu",31686,2021-03-18
"2182",182,"Blinding Lights","The Weeknd",31635,2021-03-18
"2183",183,"lovely (with Khalid)","Billie Eilish",31447,2021-03-18
"2184",184,"Talking to the Moon","Bruno Mars",31324,2021-03-18
"2185",185,"Pilu Membiru","Kunto Aji",31123,2021-03-18
"2186",186,"Sekali Ini Saja","Glenn Fredly",31115,2021-03-18
"2187",187,"Remaja","Hivi!",31101,2021-03-18
"2188",188,"Yang Terdalam","Peterpan",31043,2021-03-18
"2189",189,"Tanya","Dere",31028,2021-03-18
"2190",190,"Akhir Tak Bahagia","Misellia",30995,2021-03-18
"2191",191,"It Will Rain","Bruno Mars",30902,2021-03-18
"2192",192,"Too Good At Goodbyes","Sam Smith",30829,2021-03-18
"2193",193,"I CAN'T STOP ME","TWICE",30605,2021-03-18
"2194",194,"death bed (coffee for your head)","Powfu, beabadoobee",30582,2021-03-18
"2195",195,"Jikalau Kau Cinta","Judika",30540,2021-03-18
"2196",196,"Pamit","Tulus",30491,2021-03-18
"2197",197,"gimme gimme","NCT 127",30429,2021-03-18
"2198",198,"Pluto Projector","Rex Orange County",30374,2021-03-18
"2199",199,"You Are The Reason","Calum Scott",30365,2021-03-18
"2200",200,"Holy (feat. Chance The Rapper)","Justin Bieber",30228,2021-03-18
"2201",1,"To the Bone","Pamungkas",647810,2021-03-25
"2202",2,"Heartbreak Anniversary","Giveon",294912,2021-03-25
"2203",3,"Blue Jeans","GANGGA",277142,2021-03-25
"2204",4,"Bertaut","Nadin Amizah",253768,2021-03-25
"2205",5,"On The Ground","ROSÉ",253694,2021-03-25
"2206",6,"At My Worst","Pink Sweat$",223382,2021-03-25
"2207",7,"Gone","ROSÉ",196282,2021-03-25
"2208",8,"Melukis Senja","Budi Doremi",195941,2021-03-25
"2209",9,"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",191435,2021-03-25
"2210",10,"Putus Atau Terus","Judika",174323,2021-03-25
"2211",11,"drivers license","Olivia Rodrigo",171646,2021-03-25
"2212",12,"happy","Skinnyfabs",163979,2021-03-25
"2213",13,"Yours","Raiden, CHANYEOL, LeeHi, CHANGMO",160049,2021-03-25
"2214",14,"Weak","Larissa Lambert",152263,2021-03-25
"2215",15,"One Only","Pamungkas",151424,2021-03-25
"2216",16,"Kenangan Manis","Pamungkas",138125,2021-03-25
"2217",17,"Mungkin Hari Ini Esok Atau Nanti","Anneth",137891,2021-03-25
"2218",18,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",136159,2021-03-25
"2219",19,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",129860,2021-03-25
"2220",20,"Heather","Conan Gray",126802,2021-03-25
"2221",21,"Hold On","Justin Bieber",125552,2021-03-25
"2222",22,"Snowman","Sia",124525,2021-03-25
"2223",23,"Monolog","Pamungkas",122528,2021-03-25
"2224",24,"Celebrity","IU",118222,2021-03-25
"2225",25,"Kota","Dere",115628,2021-03-25
"2226",26,"I Love You but I'm Letting Go","Pamungkas",114435,2021-03-25
"2227",27,"Lantas","Juicy Luicy",114284,2021-03-25
"2228",28,"Rumah Ke Rumah","Hindia",104212,2021-03-25
"2229",29,"Katakan Saja","Khifnu",102413,2021-03-25
"2230",30,"Maafkan Aku #terlanjurmencinta","Tiara Andini",102078,2021-03-25
"2231",31,"Lose","NIKI",98481,2021-03-25
"2232",32,"Before You Go","Lewis Capaldi",98042,2021-03-25
"2233",33,"Into Your Arms (feat. Ava Max)","Witt Lowry",96154,2021-03-25
"2234",34,"Makna Cinta","Rizky Febian",95976,2021-03-25
"2235",35,"positions","Ariana Grande",95328,2021-03-25
"2236",36,"34+35","Ariana Grande",94978,2021-03-25
"2237",37,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",93433,2021-03-25
"2238",38,"Bahasa Kalbu","Raisa, Andi Rianto",93230,2021-03-25
"2239",39,"I'm Missing You","Sunjae",92008,2021-03-25
"2240",40,"Hurts So Good","Astrid S",91493,2021-03-25
"2241",41,"After School","Weeekly",91470,2021-03-25
"2242",42,"Stuck with U (with Justin Bieber)","Ariana Grande",91124,2021-03-25
"2243",43,"Resah Jadi Luka","Daun Jatuh",90879,2021-03-25
"2244",44,"Life Goes On","BTS",89845,2021-03-25
"2245",45,"Dynamite","BTS",89258,2021-03-25
"2246",46,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",87941,2021-03-25
"2247",47,"Kukira Kau Rumah","Amigdala",82885,2021-03-25
"2248",48,"Cuek","Rizky Febian",82827,2021-03-25
"2249",49,"Belum Siap Kehilangan","Stevan Pasaribu",81822,2021-03-25
"2250",50,"Mood (feat. iann dior)","24kGoldn",76233,2021-03-25
"2251",51,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",74567,2021-03-25
"2252",52,"Secukupnya","Hindia",68741,2021-03-25
"2253",53,"I Still Love You","TheOvertunes",67985,2021-03-25
"2254",54,"Sofia","Clairo",67834,2021-03-25
"2255",55,"Pura Pura Lupa","Mahen",66436,2021-03-25
"2256",56,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",65306,2021-03-25
"2257",57,"Someone You Loved","Lewis Capaldi",65209,2021-03-25
"2258",58,"Sesuatu Di Jogja","Adhitia Sofyan",65201,2021-03-25
"2259",59,"telepatía","Kali Uchis",64731,2021-03-25
"2260",60,"Closure","Pamungkas",64506,2021-03-25
"2261",61,"Cinta Dalam Hati","Ungu",63227,2021-03-25
"2262",62,"Copines","Aya Nakamura",62421,2021-03-25
"2263",63,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",60811,2021-03-25
"2264",64,"Good Days","SZA",60528,2021-03-25
"2265",65,"Astronaut In The Ocean","Masked Wolf",59420,2021-03-25
"2266",66,"Aku Yang Salah","Mahalini, Nuca",59171,2021-03-25
"2267",67,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",58228,2021-03-25
"2268",68,"bitterlove","Ardhito Pramono",57995,2021-03-25
"2269",69,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",57843,2021-03-25
"2270",70,"lowkey","NIKI",55794,2021-03-25
"2271",71,"Arcade","Duncan Laurence",54401,2021-03-25
"2272",72,"Tanpa Tergesa","Juicy Luicy",52336,2021-03-25
"2273",73,"La La Lost You - Acoustic Version","NIKI, 88rising",52334,2021-03-25
"2274",74,"As I Am (feat. Khalid)","Justin Bieber",51285,2021-03-25
"2275",75,"Sorry","Pamungkas",51121,2021-03-25
"2276",76,"Night Changes","One Direction",50944,2021-03-25
"2277",77,"Reflection - From ""Mulan""","Yura Yunita, SIVIA, Agatha Pricilla, Nadin Amizah",50507,2021-03-25
"2278",78,"Sweet Scar","Weird Genius, Prince Husein, Eka Gustiwana, Reza Oktovian, Billy Taner",49677,2021-03-25
"2279",79,"Seperti Kisah","Rizky Febian",49404,2021-03-25
"2280",80,"Terlalu Cinta","Rossa",49084,2021-03-25
"2281",81,"you broke me first","Tate McRae",48730,2021-03-25
"2282",82,"Memories","Maroon 5",48579,2021-03-25
"2283",83,"Lonely (with benny blanco)","Justin Bieber",48141,2021-03-25
"2284",84,"Garis Terdepan","Fiersa Besari",48054,2021-03-25
"2285",85,"I Love You 3000","Stephanie Poetri",48037,2021-03-25
"2286",86,"Runaway","AURORA",47885,2021-03-25
"2287",87,"Somebody That I Used To Know","Gotye, Kimbra",47641,2021-03-25
"2288",88,"Lovesick Girls","BLACKPINK",46911,2021-03-25
"2289",89,"Tanya Hati","Pasto",46538,2021-03-25
"2290",90,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",46216,2021-03-25
"2291",91,"Rollin'","Brave Girls",45529,2021-03-25
"2292",92,"Rehat","Kunto Aji",45515,2021-03-25
"2293",93,"Mantra Cinta","Rizky Febian",44996,2021-03-25
"2294",94,"Psycho","Red Velvet",44958,2021-03-25
"2295",95,"2002","Anne-Marie",44931,2021-03-25
"2296",96,"LATHI (with Sara Fajira)","Weird Genius",44899,2021-03-25
"2297",97,"Ku Dengannya Kau Dengan Dia","Afgan",44798,2021-03-25
"2298",98,"Kau Lagi","Celine & Nadya",44240,2021-03-25
"2299",99,"Save Your Tears","The Weeknd",44208,2021-03-25
"2300",100,"Backyard Boy (with Jeremy Zucker)","Claire Rosinkranz",44055,2021-03-25
"2301",101,"Dandelions","Ruth B.",43853,2021-03-25
"2302",102,"Don't Watch Me Cry","Alex Porat",43407,2021-03-25
"2303",103,"Untuk Perempuan Yang Sedang Di Pelukan","Payung Teduh",42325,2021-03-25
"2304",104,"Akhir Tak Bahagia","Misellia",42173,2021-03-25
"2305",105,"Best Part (feat. Daniel Caesar)","H.E.R.",42077,2021-03-25
"2306",106,"Boy With Luv (feat. Halsey)","BTS",41660,2021-03-25
"2307",107,"Selamat (Selamat Tinggal)","Virgoun, Audy",41576,2021-03-25
"2308",108,"Rindu Dalam Hati","Arsy Widianto, Brisia Jodie",41560,2021-03-25
"2309",109,"How You Like That","BLACKPINK",41536,2021-03-25
"2310",110,"Tolong","Budi Doremi",41307,2021-03-25
"2311",111,"Monokrom","Tulus",41146,2021-03-25
"2312",112,"Sedang Sayang Sayangnya","Mawar de Jongh",41138,2021-03-25
"2313",113,"Say You Won't Let Go","James Arthur",41060,2021-03-25
"2314",114,"You Got It","Vedo",40954,2021-03-25
"2315",115,"Please Don't Go","Mike Posner",40696,2021-03-25
"2316",116,"Holy (feat. Chance The Rapper)","Justin Bieber",40617,2021-03-25
"2317",117,"Celengan Rindu","Fiersa Besari",40554,2021-03-25
"2318",118,"Adaptasi","Tulus",40486,2021-03-25
"2319",119,"eight(Prod.&Feat. SUGA of BTS)","IU",40445,2021-03-25
"2320",120,"comethru","Jeremy Zucker",40180,2021-03-25
"2321",121,"Kamu dan Kenangan - Original Soundtrack Habibie & Ainun 3","Maudy Ayunda",39955,2021-03-25
"2322",122,"Bicara (feat. Monita Tahalea)","TheOvertunes",39850,2021-03-25
"2323",123,"Luka Yang Kurindu","Mahen",39741,2021-03-25
"2324",124,"Dan...","Sheila On 7",39728,2021-03-25
"2325",125,"Bad Liar","Imagine Dragons",39504,2021-03-25
"2326",126,"10,000 Hours (with Justin Bieber)","Dan + Shay",39444,2021-03-25
"2327",127,"LILAC","IU",39301,2021-03-25
"2328",128,"Rumpang","Nadin Amizah",38767,2021-03-25
"2329",129,"Pluto Projector","Rex Orange County",38188,2021-03-25
"2330",130,"Manusia Bodoh","Ada Band",37994,2021-03-25
"2331",131,"Sorai","Nadin Amizah",37949,2021-03-25
"2332",132,"Best Friend","Rex Orange County",37948,2021-03-25
"2333",133,"Anyone","Justin Bieber",37475,2021-03-25
"2334",134,"Mad at Disney","salem ilese",37384,2021-03-25
"2335",135,"Talking to the Moon","Bruno Mars",37322,2021-03-25
"2336",136,"Ice Cream (with Selena Gomez)","BLACKPINK",37038,2021-03-25
"2337",137,"Fly Me to the Moon","The Macarons Project",36879,2021-03-25
"2338",138,"Kala Cinta Menggoda","Noah",36836,2021-03-25
"2339",139,"April","Fiersa Besari",36729,2021-03-25
"2340",140,"Kangen","Dewa 19",36362,2021-03-25
"2341",141,"Langit Abu-Abu","Tulus",36156,2021-03-25
"2342",142,"Intentions (feat. Quavo)","Justin Bieber",36139,2021-03-25
"2343",143,"Fine","TAEYEON",36045,2021-03-25
"2344",144,"We're Good","Dua Lipa",36001,2021-03-25
"2345",145,"Day & Night","Jung Seung Hwan",35852,2021-03-25
"2346",146,"Di Persimpangan Dilema","Terry",35828,2021-03-25
"2347",147,"Pelangi","Hivi!",35697,2021-03-25
"2348",148,"Rayu","Marion Jola, Laleilmanino",35387,2021-03-25
"2349",149,"You","Ten2Five",35323,2021-03-25
"2350",150,"Strawberries & Cigarettes","Troye Sivan",35133,2021-03-25
"2351",151,"Rain On Me (with Ariana Grande)","Lady Gaga",34931,2021-03-25
"2352",152,"Cinta Luar Biasa","Andmesh",34888,2021-03-25
"2353",153,"Jangan Rubah Takdirku","Andmesh",34842,2021-03-25
"2354",154,"I Like Me Better","Lauv",34696,2021-03-25
"2355",155,"Pretty Savage","BLACKPINK",34663,2021-03-25
"2356",156,"Halu","FePutri",34467,2021-03-25
"2357",157,"Kenangan Terindah","SAMSONS",34405,2021-03-25
"2358",158,"Blueberry Eyes (feat. SUGA of BTS)","MAX",34387,2021-03-25
"2359",159,"Levitating (feat. DaBaby)","Dua Lipa",34354,2021-03-25
"2360",160,"Lebih Dari Egoku","Mawar de Jongh",34279,2021-03-25
"2361",161,"Cinta Dan Rahasia","Yura Yunita, Glenn Fredly",34141,2021-03-25
"2362",162,"Membasuh","Hindia, Rara Sekar",34029,2021-03-25
"2363",163,"Just the Way You Are","Bruno Mars",33792,2021-03-25
"2364",164,"Tukar Jiwa","Tulus",33550,2021-03-25
"2365",165,"What You Know Bout Love","Pop Smoke",33491,2021-03-25
"2366",166,"Line Without a Hook","Ricky Montgomery",33468,2021-03-25
"2367",167,"Fix You","Coldplay",33451,2021-03-25
"2368",168,"Januari","Glenn Fredly",33429,2021-03-25
"2369",169,"Mine","Petra Sihombing, Ben Sihombing",33371,2021-03-25
"2370",170,"It's You","Ali Gatie",33161,2021-03-25
"2371",171,"Takkan Terganti","Marcell",33083,2021-03-25
"2372",172,"Seandainya","Vierra",32874,2021-03-25
"2373",173,"Lara","Dialog Senja",32810,2021-03-25
"2374",174,"Sekali Ini Saja","Glenn Fredly",32733,2021-03-25
"2375",175,"Cintanya Aku","Tiara Andini, Arsy Widianto",32601,2021-03-25
"2376",176,"Black Mamba","aespa",32335,2021-03-25
"2377",177,"Soulmate","Kahitna",32282,2021-03-25
"2378",178,"Selaras","Kunto Aji, Nadin Amizah",32264,2021-03-25
"2379",179,"cigarettes of ours","Ardhito Pramono",32165,2021-03-25
"2380",180,"Remaja","Hivi!",32119,2021-03-25
"2381",181,"Blueberry Eyes (feat. Lil Mosey, SUGA of BTS & Olivia O'Brien)","MAX",32007,2021-03-25
"2382",182,"It Will Rain","Bruno Mars",31960,2021-03-25
"2383",183,"Yang Terdalam","Peterpan",31887,2021-03-25
"2384",184,"One Only - Acoustic","Pamungkas",31874,2021-03-25
"2385",185,"Cloud 9","Beach Bunny",31509,2021-03-25
"2386",186,"Not With Me","Bondan Prakoso, Fade2Black",31424,2021-03-25
"2387",187,"Fana Merah Jambu","Fourtwnty",31078,2021-03-25
"2388",188,"lovely (with Khalid)","Billie Eilish",30925,2021-03-25
"2389",189,"Too Good At Goodbyes","Sam Smith",30915,2021-03-25
"2390",190,"Indah Pada Waktunya","Rizky Febian, Aisyah Aziz",30899,2021-03-25
"2391",191,"Pilu Membiru","Kunto Aji",30825,2021-03-25
"2392",192,"Girl In The Mirror","Sophia Grace, Silento",30778,2021-03-25
"2393",193,"Sedih Tak Berujung","Glenn Fredly",30765,2021-03-25
"2394",194,"Ruang Rindu","Letto",30714,2021-03-25
"2395",195,"Blinding Lights","The Weeknd",30645,2021-03-25
"2396",196,"When You Love Someone","Endah N Rhesa",30641,2021-03-25
"2397",197,"Hal Indah Butuh Waktu Untuk Datang","Idgitaf",30548,2021-03-25
"2398",198,"seperti takdir kita yang tulis","Nadin Amizah",30481,2021-03-25
"2399",199,"Make A Wish (Birthday Song)","NCT U",30473,2021-03-25
"2400",200,"Aku Yang Salah","Elmatu",30229,2021-03-25
"2401",1,"To the Bone","Pamungkas",580198,2021-04-01
"2402",2,"Heartbreak Anniversary","Giveon",281864,2021-04-01
"2403",3,"Blue Jeans","GANGGA",276906,2021-04-01
"2404",4,"Bertaut","Nadin Amizah",252372,2021-04-01
"2405",5,"On The Ground","ROSÉ",216530,2021-04-01
"2406",6,"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",214111,2021-04-01
"2407",7,"At My Worst","Pink Sweat$",213293,2021-04-01
"2408",8,"Melukis Senja","Budi Doremi",196654,2021-04-01
"2409",9,"Putus Atau Terus","Judika",173137,2021-04-01
"2410",10,"Gone","ROSÉ",166113,2021-04-01
"2411",11,"drivers license","Olivia Rodrigo",165131,2021-04-01
"2412",12,"happy","Skinnyfabs",157314,2021-04-01
"2413",13,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",156436,2021-04-01
"2414",14,"After School","Weeekly",151691,2021-04-01
"2415",15,"Weak","Larissa Lambert",149766,2021-04-01
"2416",16,"I Just Couldn't Save You Tonight (feat. Aurélie) - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",143394,2021-04-01
"2417",17,"One Only","Pamungkas",137594,2021-04-01
"2418",18,"Mungkin Hari Ini Esok Atau Nanti","Anneth",136114,2021-04-01
"2419",19,"Yours","Raiden, CHANYEOL, LeeHi, CHANGMO",134284,2021-04-01
"2420",20,"Kenangan Manis","Pamungkas",130430,2021-04-01
"2421",21,"Hold On","Justin Bieber",122539,2021-04-01
"2422",22,"Heather","Conan Gray",121699,2021-04-01
"2423",23,"Snowman","Sia",117282,2021-04-01
"2424",24,"Monolog","Pamungkas",114955,2021-04-01
"2425",25,"Kota","Dere",111451,2021-04-01
"2426",26,"Lantas","Juicy Luicy",106728,2021-04-01
"2427",27,"Life Goes On","BTS",106347,2021-04-01
"2428",28,"Film out","BTS",105614,2021-04-01
"2429",29,"I Love You but I'm Letting Go","Pamungkas",105105,2021-04-01
"2430",30,"Celebrity","IU",102245,2021-04-01
"2431",31,"C.H.R.I.S.Y.E.","Diskoria, Laleilmanino, Eva Celia",102237,2021-04-01
"2432",32,"Rumah Ke Rumah","Hindia",101628,2021-04-01
"2433",33,"Sudah - Story of Kale - Original Motion Picture Soundtrack","Ardhito Pramono",100050,2021-04-01
"2434",34,"Dynamite","BTS",99920,2021-04-01
"2435",35,"Makna Cinta","Rizky Febian",99493,2021-04-01
"2436",36,"Lose","NIKI",95553,2021-04-01
"2437",37,"Before You Go","Lewis Capaldi",94918,2021-04-01
"2438",38,"positions","Ariana Grande",92178,2021-04-01
"2439",39,"Maafkan Aku #terlanjurmencinta","Tiara Andini",91064,2021-04-01
"2440",40,"Bahasa Kalbu","Raisa, Andi Rianto",90886,2021-04-01
"2441",41,"34+35","Ariana Grande",90831,2021-04-01
"2442",42,"Stuck with U (with Justin Bieber)","Ariana Grande",89475,2021-04-01
"2443",43,"Hurts So Good","Astrid S",88856,2021-04-01
"2444",44,"Katakan Saja","Khifnu",88807,2021-04-01
"2445",45,"Kukira Kau Rumah","Amigdala",88347,2021-04-01
"2446",46,"Resah Jadi Luka","Daun Jatuh",86750,2021-04-01
"2447",47,"LILAC","IU",84477,2021-04-01
"2448",48,"I'm Missing You","Sunjae",81275,2021-04-01
"2449",49,"Into Your Arms (feat. Ava Max)","Witt Lowry",79715,2021-04-01
"2450",50,"Cuek","Rizky Febian",79568,2021-04-01
"2451",51,"if u could see me cryin' in my room","Arash Buana, raissa anggiani",77502,2021-04-01
"2452",52,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",71714,2021-04-01
"2453",53,"Secukupnya","Hindia",67655,2021-04-01
"2454",54,"Sesuatu Di Jogja","Adhitia Sofyan",66850,2021-04-01
"2455",55,"I Still Love You","TheOvertunes",66439,2021-04-01
"2456",56,"Pura Pura Lupa","Mahen",64999,2021-04-01
"2457",57,"Someone You Loved","Lewis Capaldi",64576,2021-04-01
"2458",58,"Tanpa Batas Waktu - 8D Version","Ade Govinda, Fadly",64156,2021-04-01
"2459",59,"Sofia","Clairo",64151,2021-04-01
"2460",60,"Waktu Yang Salah","Fiersa Besari, Thantri Sundari",63789,2021-04-01
"2461",61,"Belum Siap Kehilangan","Stevan Pasaribu",63700,2021-04-01
"2462",62,"Cinta Dalam Hati","Ungu",63243,2021-04-01
"2463",63,"Mood (feat. iann dior)","24kGoldn",62215,2021-04-01
"2464",64,"bitterlove","Ardhito Pramono",61176,2021-04-01
"2465",65,"Aku Yang Salah","Mahalini, Nuca",58459,2021-04-01
"2466",66,"Akhir Tak Bahagia","Misellia",58347,2021-04-01
"2467",67,"Astronaut In The Ocean","Masked Wolf",57789,2021-04-01
"2468",68,"Arcade","Duncan Laurence",57253,2021-04-01
"2469",69,"telepatía","Kali Uchis",57025,2021-04-01
"2470",70,"Copines","Aya Nakamura",56926,2021-04-01
"2471",71,"April","Fiersa Besari",56728,2021-04-01
"2472",72,"Please Don't Go","Mike Posner",56536,2021-04-01
"2473",73,"Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","Fiersa Besari",56521,2021-04-01
"2474",74,"Closure","Pamungkas",56387,2021-04-01
"2475",75,"Tanpa Tergesa","Juicy Luicy",55087,2021-04-01
"2476",76,"Good Days","SZA",55072,2021-04-01
"2477",77,"Talking to the Moon","Bruno Mars",52667,2021-04-01
"2478",78,"lowkey","NIKI",52067,2021-04-01
"2479",79,"Garis Terdepan","Fiersa Besari",50771,2021-04-01
"2480",80,"Pluto Projector","Rex Orange County",50761,2021-04-01
"2481",81,"La La Lost You - Acoustic Version","NIKI, 88rising",50129,2021-04-01
"2482",82,"Memories","Maroon 5",49853,2021-04-01
"2483",83,"Night Changes","One Direction",48991,2021-04-01
"2484",84,"Runaway","AURORA",48755,2021-04-01
"2485",85,"you broke me first","Tate McRae",47959,2021-04-01
"2486",86,"Adu Rayu","Yovie Widianto, Tulus, Glenn Fredly",47942,2021-04-01
